user_id,age,count,activity,bot_score_english
24232371,3996,23590,5.903403403,0.113459506
24576061,3996,53,0.013263263,0.155362948
24604041,3996,9972,2.495495495,0.052041514
24090141,3997,26526,6.636477358,0.052041514
24289171,3996,6037,1.510760761,0.101853892
24619531,3996,7763,1.942692693,0.499908319
23931701,3997,1807,0.452089067,0.023007536
24615151,3996,530,0.132632633,0.00382507
24220071,3996,1963,0.491241241,0.052041514
24069941,3997,242768,60.73755316,0.171898658
24290931,3996,3370,0.843343343,0.35321667
24940141,3996,14475,3.622372372,0.020440801
24886521,3996,3143,0.786536537,0.029118466
24801121,3996,121113,30.30855856,0.018155092
25244581,3995,13272,3.322152691,0.008871873
24795731,3996,7169,1.794044044,0.101853892
25874911,3995,12126,3.035294118,0.036791369
26215461,3995,24882,6.228285357,0.023007536
25733301,3995,840,0.210262829,0.073132946
25596511,3995,27078,6.777972466,0.275345669
26043851,3995,28311,7.08660826,0.03273843
25886281,3995,11799,2.953441802,0.036791369
26901381,3994,6579,1.647220831,0.029118466
27321361,3994,3265,0.817476214,0.010000738
26785251,3994,150800,37.75663495,0.052041514
26757101,3994,54496,13.6444667,0.140148681
26487071,3994,17660,4.421632449,0.08176391
26798151,3994,10479,2.623685528,0.002093319
27088701,3994,106054,26.55332999,0.065348223
27385611,3994,4210,1.054081122,0.073132946
26974321,3994,17660,4.421632449,0.025888056
28177871,3993,8381,2.098923115,0.020440801
27818261,3993,9,0.002253944,0.46971728
27688311,3993,1815,0.454545455,0.113459506
27751701,3993,11982,3.000751315,0.046389527
28047281,3993,160403,40.17104934,0.091313128
27675321,3993,1603,0.401452542,0.029118466
27933081,3993,3416,0.85549712,0.926817323
28436011,3992,17753,4.447144289,0.126201693
28529631,3992,1894,0.474448898,0.016120766
28383471,3992,10124,2.536072144,0.018155092
28890671,3992,4,0.001002004,0.065348223
29251181,3992,5521,1.383016032,0.010000738
28838651,3992,92362,23.13677355,0.046389527
29442211,3991,178,0.044600351,0.018155092
29494371,3991,49918,12.50764219,0.01431107
28893831,3992,6195,1.551853707,0.171898658
29773201,3991,139869,35.04610373,0.08176391
30268821,3991,165293,41.41643698,0.003390916
30465191,3990,67,0.01679198,0.126201693
30761171,3990,38421,9.629323308,0.073132946
30856581,3990,37526,9.405012531,0.560073033
30780251,3990,7,0.001754386,0.023007536
30542791,3990,778,0.194987469,0.530100027
30606351,3990,375083,94.00576441,0.006189479
30973861,3990,165354,41.44210526,0.140148681
31516851,3990,164068,41.1197995,0.036791369
32187261,3989,1524,0.382050639,0.908625996
31216861,3990,47,0.011779449,0.275345669
31808681,3989,20379,5.108799198,0.326107772
32166621,3989,7839,1.965154174,0.005488437
32130601,3989,5044,1.264477313,0.126201693
31169211,3990,8010,2.007518797,0.101853892
32429971,3989,3706,0.929054901,0.006979437
32762631,3988,8332,2.089267803,0.010000738
32663491,3988,11799,2.958625878,0.20909234
32458541,3989,4833,1.21158185,0.023007536
33059311,3988,3018,0.756770311,0.326107772
32790411,3988,490,0.122868606,0.01431107
32538261,3989,153,0.038355478,0.029118466
32637341,3988,66820,16.7552658,0.010000738
33330721,3988,31006,7.774824473,0.618522961
33694712,3987,1648,0.413343366,0.018155092
33708162,3987,39780,9.977426637,0.008871873
33123091,3988,181278,45.4558676,0.01431107
33190731,3988,2972,0.745235707,0.43974626
33551701,3988,43,0.010782347,0.016120766
33418831,3988,10317,2.587011033,0.101853892
33723992,3987,1466,0.367695009,0.010000738
33558991,3988,174974,43.87512538,0.126201693
33805272,3987,49251,12.35289691,0.065348223
33921222,3987,3712,0.931025834,0.03273843
33830362,3987,178,0.044645097,0.410208262
33883412,3987,14655,3.675696012,0.025888056
33824382,3987,369414,92.65462754,0.126201693
33986962,3987,27947,7.009530976,0.004314571
33961302,3987,40308,10.10985704,0.171898658
34809012,3986,25039,6.281736076,0.140148681
34312452,3987,47210,11.8409832,0.065348223
34309842,3987,59681,14.96889892,0.029118466
34400762,3987,31039,7.785051417,0.052041514
34800662,3986,40378,10.12995484,0.016120766
34641102,3986,24882,6.242348219,0.052041514
34515482,3987,25379,6.365437672,0.073132946
35728422,3985,56714,14.23186951,0.03273843
35302492,3986,42501,10.66256899,0.004866408
35181592,3986,117844,29.56447566,0.410208262
34977852,3986,22573,5.663070748,0.827996911
36272372,3985,27947,7.013048934,0.052041514
36143052,3985,295,0.074027604,0.016120766
36103622,3985,36669,9.201756587,0.065348223
36268302,3985,10919,2.740025094,0.275345669
36017082,3985,29996,7.527227102,0.155362948
36500852,3984,570,0.143072289,0.113459506
36070132,3985,1825,0.457967378,0.560073033
37542272,3983,6033,1.514687422,0.018155092
36869252,3984,250610,62.90411647,0.029118466
36783752,3984,12170,3.054718876,0.052041514
37858332,3983,1093,0.274416269,0.101853892
36990012,3984,24661,6.19001004,0.974093442
38605802,3983,61064,15.33115742,0.023007536
38701792,3983,12707,3.190308812,0.023007536
38104172,3983,3378,0.848104444,0.046389527
38021792,3983,14426,3.621893045,0.01431107
38233502,3983,21501,5.398192317,0.381303996
38566012,3983,9278,2.32939995,0.008871873
38469112,3983,31858,7.998493598,0.08176391
38632882,3983,19239,4.830278684,0.189798832
38066132,3983,23436,5.88400703,0.171898658
39377182,3982,18206,4.572074335,0.073132946
39673442,3982,10398,2.611250628,0.025888056
39159022,3982,199578,50.12004018,0.036791369
39020872,3982,6218,1.561526871,0.007869419
39112302,3982,1271,0.319186339,0.052041514
39170282,3982,8589,2.156956303,0.046389527
39351972,3982,5837,1.465846308,0.091313128
39237842,3982,41409,10.39904571,0.046389527
39799482,3982,1840,0.462079357,0.016120766
40406222,3981,7924,1.99045466,0.101853892
40345062,3981,240,0.06028636,0.025888056
40142792,3981,23342,5.863350917,0.052041514
40864142,3981,4,0.001004773,0.275345669
41590102,3980,78037,19.60728643,0.20909234
40923142,3981,7020,1.763376036,0.171898658
41265182,3980,1820,0.457286432,0.041324617
40935452,3981,1537,0.386083899,0.025888056
41287482,3980,22801,5.728894472,0.036791369
41038302,3981,212035,53.26174328,0.251885756
42121062,3980,8691,2.183668342,0.908625996
42031872,3980,5626,1.413567839,0.023007536
42491622,3979,24,0.006031666,0.008871873
41878512,3980,32999,8.29120603,0.126201693
41808152,3980,9604,2.413065327,0.275345669
42368402,3980,4462,1.121105528,0.410208262
43181292,3979,6596,1.65770294,0.041324617
43274022,3979,6140,1.543101282,0.381303996
42530622,3979,36983,9.294546368,0.530100027
42499692,3979,5510,1.384770043,0.012701904
42535172,3979,20967,5.269414426,0.041324617
43517652,3978,3473,0.873051785,0.065348223
43948282,3978,183834,46.21266968,0.00382507
44557752,3977,43959,11.05330651,0.01431107
44172752,3978,88221,22.17722474,0.08176391
43442392,3979,55583,13.96908771,0.979544508
44408032,3978,3153,0.792609351,0.052041514
43515872,3978,28311,7.116892911,0.007869419
44572922,3977,100931,25.3786774,0.005488437
45510352,3976,5584,1.404426559,0.01431107
45498982,3976,2673,0.672283702,0.036791369
45598112,3976,766,0.192655936,0.005488437
45598302,3976,16891,4.248239437,0.155362948
44748282,3977,62231,15.64772442,0.007869419
45676562,3976,33479,8.42027163,0.008871873
44815122,3977,52615,13.22982147,0.229790832
45407702,3977,8836,2.221775207,0.073132946
46437052,3976,31039,7.806589537,0.016120766
46729362,3975,4430,1.114465409,0.770079332
46003042,3976,4163,1.047032193,0.275345669
46481142,3976,25916,6.518108652,0.046389527
46146252,3976,33995,8.550050302,0.113459506
47311092,3975,88221,22.19396226,0.073132946
47245802,3975,84609,21.28528302,0.018155092
47775582,3975,126347,31.78540881,0.041324617
47652592,3975,104570,26.30691824,0.023007536
47996682,3974,8395,2.112481127,0.029118466
47497452,3975,11175,2.811320755,0.018155092
47728222,3975,16764,4.217358491,0.20909234
48667612,3974,3404,0.85656769,0.98183183
49344852,3973,502101,126.3783035,0.499908319
49633812,3973,4195,1.055877171,0.189798832
48536432,3974,60,0.015098138,0.036791369
48487422,3974,5666,1.425767489,0.020440801
49748172,3973,347911,87.56883967,0.046389527
49713372,3973,97557,24.55499622,0.004866408
48313532,3974,35859,9.023402114,0.46971728
48733602,3974,755,0.189984902,0.008871873
48858292,3974,2295,0.577503775,0.140148681
48463592,3974,95809,24.10895823,0.007869419
49966652,3973,6710,1.688900076,0.020440801
49894742,3973,1035,0.260508432,0.560073033
50435242,3972,19548,4.921450151,0.036791369
50348972,3972,4733,1.191591138,0.011271608
51909322,3971,2728,0.686980609,0.89621918
52131562,3971,100309,25.26038781,0.041324617
52332962,3971,7858,1.978846638,0.03273843
51611512,3971,1013,0.255099471,0.046389527
52321042,3971,2825,0.711407706,0.073132946
51651042,3971,990,0.249307479,0.065348223
52036072,3971,41946,10.56308235,0.058339997
51941212,3971,19,0.004784689,0.126201693
52305712,3971,3879,0.976832032,0.155362948
52209732,3971,1042,0.262402418,0.005488437
52698842,3970,22403,5.643073048,0.073132946
53254432,3970,31585,7.955919395,0.023007536
52918562,3970,1823,0.459193955,0.091313128
53669192,3970,98327,24.7675063,0.101853892
53749962,3970,11799,2.972040302,0.251885756
54489762,3969,19347,4.874527589,0.007869419
54413302,3969,33744,8.501889645,0.025888056
53827492,3970,13724,3.456926952,0.046389527
55809962,3969,11630,2.930209121,0.041324617
55890012,3969,255,0.064247921,0.008871873
55324722,3969,1311,0.330309902,0.530100027
55674242,3969,31241,7.871252205,0.025888056
55669282,3969,185,0.046611237,0.699731881
55208502,3969,18240,4.595616024,0.991121675
55279172,3969,3385,0.852859662,0.01431107
54723722,3969,53802,13.55555556,0.20909234
57230982,3968,11879,2.993699597,0.007869419
56728792,3968,100309,25.27948589,0.126201693
57150362,3968,39983,10.07636089,0.008871873
57160792,3968,5015,1.263860887,0.023007536
57158912,3968,18226,4.593245968,0.036791369
56626862,3968,18667,4.704385081,0.018155092
56826332,3968,532,0.134072581,0.589614279
57122192,3968,172167,43.38886089,0.041324617
57012982,3968,50393,12.69984879,0.016120766
58149302,3967,86986,21.92740106,0.171898658
58156222,3967,25969,6.546256617,0.326107772
57573282,3968,42358,10.67489919,0.35321667
58054362,3967,3854,0.971514999,0.005488437
57463362,3968,10626,2.677923387,0.073132946
59127562,3967,20343,5.128056466,0.747976009
58518492,3967,33201,8.369296698,0.101853892
58971012,3967,48413,12.20393244,0.499908319
59121632,3967,150235,37.8711873,0.08176391
59090672,3967,83177,20.96722964,0.091313128
59123342,3967,4636,1.168641291,0.036791369
60899382,3965,14950,3.770491803,0.140148681
60424622,3966,11820,2.980332829,0.020440801
59818592,3966,30,0.007564297,0.023007536
59892262,3966,12170,3.068582955,0.155362948
61107132,3965,33624,8.480201765,0.041324617
62322252,3964,8299,2.093592331,0.020440801
61504982,3965,11078,2.793947037,0.844540781
61871082,3965,76731,19.35208071,0.052041514
61969512,3965,907,0.228751576,0.006189479
61335882,3965,13236,3.338209332,0.010000738
62258712,3964,450,0.113521695,0.724507962
61910512,3965,3054,0.770239596,0.065348223
63540952,3963,36073,9.102447641,0.052041514
63300302,3963,2616,0.66010598,0.029118466
63156272,3963,644,0.162503154,0.091313128
63577772,3963,14195,3.581882412,0.979544508
62777532,3964,266,0.067103935,0.005488437
63243202,3963,77570,19.57355539,0.140148681
64823392,3962,1172,0.295810197,0.052041514
64969842,3962,1700,0.429076224,0.023007536
63816222,3963,67255,16.97072925,0.020440801
63731442,3963,188938,47.67549836,0.189798832
64284772,3963,4113,1.037850114,0.03273843
63882022,3963,213,0.053747161,0.058339997
63936762,3963,11831,2.985364623,0.46971728
64705322,3962,283263,71.49495204,0.155362948
64290842,3963,27018,6.817562453,0.410208262
63851192,3963,27352,6.901842039,0.036791369
63892612,3963,7370,1.859702246,0.126201693
65328902,3962,1012,0.255426552,0.03273843
65830862,3961,5642,1.424387781,0.140148681
65436882,3962,11023,2.782180717,0.140148681
66016182,3961,2182,0.550870992,0.004314571
65735562,3961,16521,4.170916435,0.976584092
65577062,3961,260184,65.68644282,0.01431107
65701512,3961,1088,0.274678112,0.770079332
65942082,3961,2562,0.646806362,0.029118466
65528462,3961,4433,1.119161828,0.004314571
67288342,3960,20831,5.260353535,0.08176391
67325432,3960,20032,5.058585859,0.113459506
67119342,3960,17574,4.437878788,0.025888056
67515852,3960,98871,24.96742424,0.011271608
67015552,3960,147187,37.16843434,0.113459506
67178222,3960,2804,0.708080808,0.011271608
67026502,3960,1,0.000252525,0.010000738
67692332,3960,10080,2.545454545,0.326107772
68446862,3959,34957,8.829754989,0.01431107
67896152,3959,229,0.05784289,0.08176391
67715262,3960,5933,1.498232323,0.018155092
68543202,3959,5064,1.279110887,0.673731024
67770252,3960,7647,1.931060606,0.004314571
68328792,3959,73465,18.55645365,0.140148681
67759092,3960,24257,6.125505051,0.300114039
67816632,3959,25874,6.53548876,0.229790832
68986022,3959,11000,2.778479414,0.008871873
69584052,3958,595,0.150328449,0.03273843
70479532,3958,17447,4.408034361,0.251885756
70187382,3958,19576,4.945932289,0.03273843
70078492,3958,795,0.20085902,0.646615753
69749902,3958,5,0.001263264,0.00382507
71428202,3957,117844,29.78114733,0.010000738
72052952,3956,20002,5.05611729,0.530100027
71112762,3957,27957,7.06520091,0.011271608
71070412,3957,33306,8.416982563,0.036791369
71524102,3957,502101,126.8893101,0.20909234
70951142,3957,63211,15.97447561,0.036791369
71404812,3957,3762,0.950720243,0.126201693
70856912,3957,28797,7.277482942,0.011271608
71700792,3957,200890,50.76825878,0.023007536
72386812,3956,54471,13.76921132,0.065348223
73041972,3956,8836,2.233569262,0.00382507
72153492,3956,96104,24.29322548,0.058339997
73010792,3956,528,0.13346815,0.018155092
73231682,3955,40913,10.34462705,0.770079332
73361952,3955,85,0.021491783,0.023007536
74843652,3954,601005,151.9992413,0.08176391
73797542,3955,3054,0.772187105,0.020440801
73941932,3955,8048,2.034892541,0.046389527
74957822,3954,39263,9.92994436,0.073132946
76562022,3953,25874,6.54540855,0.979544508
76116522,3953,49608,12.54945611,0.08176391
75578942,3954,1851,0.468133536,0.025888056
75182032,3954,529,0.133788569,0.058339997
76065822,3953,41678,10.54338477,0.03273843
75551762,3954,18667,4.721041983,0.410208262
78407442,3952,17574,4.446862348,0.065348223
77171812,3953,37930,9.595244118,0.091313128
77745542,3952,1,0.000253036,0.065348223
77387492,3952,3776,0.955465587,0.046389527
77731222,3952,24058,6.087550607,0.873717405
78396862,3952,32011,8.099949393,0.126201693
78666192,3951,82701,20.93166287,0.036791369
79993692,3950,26138,6.61721519,0.058339997
79139422,3951,78486,19.86484434,0.025888056
78771562,3951,5071,1.283472539,0.08176391
79323912,3951,141670,35.85674513,0.560073033
79069642,3951,190914,48.32042521,0.005488437
78727522,3951,27018,6.838268793,0.023007536
80967462,3949,42770,10.83059002,0.046389527
80785332,3950,15287,3.870126582,0.101853892
80956952,3949,40391,10.22815903,0.155362948
81192642,3949,20528,5.198278045,0.229790832
80517432,3950,28816,7.295189873,0.140148681
80386742,3950,9050,2.291139241,0.381303996
81465532,3949,141515,35.8356546,0.041324617
83325602,3947,35195,8.916898911,0.065348223
81918912,3948,12015,3.04331307,0.011271608
82194872,3948,15610,3.953900709,0.007869419
82792392,3948,2317,0.586879433,0.113459506
82485712,3948,12740,3.226950355,0.065348223
83149862,3948,28797,7.294072948,0.046389527
82657362,3948,16192,4.101317123,0.004314571
83491812,3947,42770,10.83607803,0.073132946
83859002,3947,67723,17.15809476,0.646615753
85022562,3946,2256,0.571718196,0.073132946
84251142,3947,78458,19.87788194,0.065348223
83856562,3947,145684,36.91005827,0.326107772
86188712,3945,100,0.025348542,0.016120766
86008082,3946,141670,35.90217942,0.073132946
86366782,3945,1932,0.48973384,0.011271608
87096972,3945,2197,0.556907478,0.530100027
86355662,3945,79762,20.21850444,0.016120766
85302142,3946,379129,96.07932083,0.008871873
85982322,3946,10087,2.556259503,0.012701904
85527082,3946,7850,1.98935631,0.004866408
86351052,3945,63,0.015969582,0.171898658
85706982,3946,22403,5.67739483,0.007869419
89382402,3943,23666,6.002028912,0.036791369
89367212,3943,262504,66.57468932,0.041324617
87278692,3945,8474,2.148035488,0.016120766
88476562,3944,2425,0.614858012,0.023007536
88121722,3944,42315,10.72895538,0.004314571
88838072,3943,20106,5.099163074,0.326107772
88984252,3943,78963,20.02612224,0.873717405
88263492,3944,2004,0.50811359,0.699731881
89365992,3943,18015,4.568856201,0.036791369
88121222,3944,24170,6.128296146,0.012701904
90808222,3942,12361,3.13571791,0.018155092
90503272,3942,27224,6.906139016,0.025888056
91573692,3941,132078,33.51382898,0.012701904
91710992,3941,13404,3.401167216,0.08176391
92112822,3941,139934,35.50723167,0.275345669
92968432,3940,36748,9.326903553,0.023007536
93645282,3940,10538,2.674619289,0.171898658
94219482,3939,4895,1.242701193,0.041324617
92177662,3941,7850,1.991880233,0.016120766
92345992,3941,63934,16.22278609,0.275345669
93980452,3940,42208,10.71269036,0.036791369
95648232,3938,63211,16.05154901,0.275345669
95424562,3938,2790,0.708481463,0.005488437
95036732,3939,7442,1.889312008,0.004314571
95150762,3939,13546,3.438943894,0.03273843
95388922,3938,885,0.224733367,0.01431107
95252932,3938,16207,4.115540884,0.189798832
96064042,3938,2991,0.7595226,0.020440801
94681282,3939,3039,0.771515613,0.008871873
96842462,3937,5119,1.3002286,0.011271608
97603132,3937,475,0.120650241,0.058339997
97179752,3937,23895,6.069342139,0.155362948
96286652,3938,2147,0.545200609,0.01431107
96805012,3937,89230,22.66446533,0.025888056
96430812,3938,9355,2.375571356,0.006189479
97504232,3937,28,0.007112014,0.058339997
96945302,3937,12197,3.098044196,0.171898658
97808032,3937,277042,70.36880874,0.189798832
97957732,3936,733,0.186229675,0.00382507
98618002,3936,201583,51.21519309,0.00382507
98526302,3936,15744,4,0.008871873
98885882,3936,8418,2.138719512,0.381303996
98115192,3936,139233,35.3742378,0.006979437
98020132,3936,3110,0.790142276,0.101853892
101911732,3934,56565,14.37849517,0.770079332
101817042,3934,4709,1.197000508,0.012701904
99910252,3935,132078,33.56493011,0.058339997
100159992,3935,19483,4.951207116,0.065348223
102888012,3933,30966,7.8733791,0.041324617
103570492,3932,821577,208.9463377,0.036791369
102502292,3933,126348,32.12509535,0.03273843
102098252,3934,25853,6.571682766,0.560073033
102463212,3933,10849,2.758454106,0.091313128
105184622,3931,12638,3.214958026,0.499908319
104603442,3932,69234,17.60783316,0.976975972
104832582,3932,132078,33.59053917,0.229790832
104101912,3932,133607,33.9793998,0.073132946
104743242,3932,78237,19.89750763,0.101853892
104113942,3932,2654,0.674974568,0.046389527
104514772,3932,10094,2.567141404,0.101853892
105137952,3931,2658,0.676163826,0.530100027
104952072,3931,62302,15.84889341,0.052041514
104125552,3932,11799,3.00076297,0.46971728
106179032,3931,28036,7.132027474,0.058339997
107783572,3929,8836,2.2489183,0.43974626
108814142,3929,973,0.247645711,0.065348223
108548112,3929,1871,0.476202596,0.010000738
108292562,3929,2998,0.763044032,0.020440801
110731392,3927,14057,3.579577285,0.979544508
110354932,3928,23325,5.938136456,0.010000738
110380642,3928,67847,17.27265784,0.091313128
109210502,3928,9355,2.381619145,0.00382507
112192212,3926,1251,0.318644931,0.006189479
112062062,3927,19388,4.937102114,0.065348223
111182872,3927,1883,0.479500891,0.229790832
111330322,3927,10137,2.581359817,0.091313128
111923872,3927,25576,6.512859689,0.646615753
111704212,3927,43468,11.06900942,0.005488437
111594622,3927,10584,2.695187166,0.724507962
111944472,3927,5372,1.367965368,0.029118466
113164992,3926,13697,3.488792664,0.023007536
113927252,3925,30594,7.794649682,0.147593793
113154622,3926,1012031,257.7766174,0.46971728
112872312,3926,38136,9.713703515,0.01431107
114124512,3925,12568,3.202038217,0.140148681
112932022,3926,16200,4.126337239,0.046389527
115965532,3924,2739,0.698012232,0.189798832
114954112,3925,6798,1.731974522,0.018155092
114879422,3925,28878,7.357452229,0.979544508
114448192,3925,2016,0.513630573,0.041324617
114457972,3925,353,0.089936306,0.560073033
116152432,3924,375,0.095565749,0.073132946
115221782,3925,16011,4.079235669,0.300114039
114618892,3925,139869,35.63541401,0.113459506
114835882,3925,29188,7.436433121,0.171898658
116582672,3923,5685,1.449146062,0.046389527
116416712,3924,427,0.108817533,0.410208262
116823752,3923,33817,8.620188631,0.560073033
116230242,3924,10279,2.619520897,0.126201693
117557622,3923,13201,3.365026765,0.091313128
117875722,3922,17502,4.462519123,0.126201693
117409752,3923,813,0.207239358,0.016120766
117149432,3923,33817,8.620188631,0.03273843
118169392,3922,177501,45.25777664,0.410208262
118814512,3922,24053,6.132840388,0.00382507
118891292,3922,9,0.002294748,0.126201693
119405122,3921,366,0.093343535,0.08176391
118854052,3922,79010,20.14533401,0.00300589
118755622,3922,18667,4.759561448,0.003390916
118994012,3922,23578,6.01172871,0.43974626
121071832,3920,156,0.039795918,0.041324617
121807242,3920,51367,13.10382653,0.010000738
121915092,3920,4227,1.078316327,0.381303996
120283932,3921,22973,5.85896455,0.251885756
121548562,3920,83122,21.20459184,0.018155092
121184012,3920,5481,1.398214286,0.275345669
123436472,3919,22081,5.634345496,0.012701904
122195322,3919,11191,2.855575402,0.189798832
122697612,3919,2386,0.608828783,0.029118466
122999362,3919,18108,4.620566471,0.126201693
123655012,3919,231,0.058943608,0.251885756
122609282,3919,1022,0.260780811,0.618522961
122072832,3920,1020,0.260204082,0.140148681
